,기업명,주소,직급,기술스택,자격요건,우대사항,url,기업url,업종분류,사원수,연혁,기업형태,매출액,홈페이지,평균연봉
27,플라잉캣,"서울 강남구 논현로57길 30, (도곡동)",3 ~ 15년,"['Docker', 'MySQL', 'Node.js', 'TypeScript', 'NestJS', 'TypeORM', 'Redis', 'AWS Elastic Beanstalk', 'AWS EC2', 'AWS S3', 'AWS CloudFront', 'AWS Simple Email Service(AWS SES)', 'AWS Simple Queue Service(AWS SQS)', 'AWS Simple Notification Service(AWS SNS)', 'MariaDB', 'Terraform', 'GitLab']","['소프트웨어 원리 원칙을 준수하시는 분 (SOLID, ACID)', 'Pattern language 구사자', 'NestJS 기반 Software Product 개발, 설계 및 운용 경험', '인프라 관리 경험자: IaC 기반 인프라 확장 설계, 구현, SRE 모니터링 툴 운용, 최적화 경험', 'TDD/BDD 기반 프로젝트 운용 경험', '원활한 커뮤니케이션이 가능하신 분', '프로젝트 리딩 혹은 신규 서비스 오픈 경력이 있으신 분']","['RFC4918 을 포함한 RFC 기반 RESTful API 구현 경험자', '현재 팀 운용 수준보다 호환성 회수에 대해 자신만의 전략이 있으신 분', 'Pattern language 구사가 가능하신 분', 'Generic 활용을 자유롭게 하시는 분', 'Type Theory 에 대한 이해도가 있으신 분', 'OOP 기반 FRP Paradigm 에 대한 의의를 바탕으로 이해를 동반한 활용경험, 설계자', 'Sync 같은 링크 기반 서비스 관련 설계자', 'TDD/BDD 기반 복잡한 도메인 로직 서비스 설계자', '성능 최적화(proxy buffering tuning 등)', '가격 최적화(RI, SP, SI)', 'GitOps 경험자', 'Java에서 Typescript로 넘어오려고 하시는 분 (소프트웨어 원칙 준수자)', 'Agile Scrum / Kanban Process 경험자, Scrum master', '논술에 대한 경험이 있으신 분']",https://career.programmers.co.kr/job_positions/16502,https://www.sync.day/,통신 판매업,32,6년 (2018년 설립),기타 법인,"5,361만",-,"5,694만"
28,포자랩스,"대한민국 서울특별시 강남구 테헤란로78길 16, 노벨빌딩 10층 포자랩스",3 ~ 4년,"['Python', 'AWS S3', 'FastAPI', 'Flask', 'Django', 'MongoDB', 'AWS Lambda', 'AWS CodePipeline', 'GitHub Actions']",['.'],['.'],https://career.programmers.co.kr/job_positions/10933,https://www.pozalabs.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,30,6년 (2018년 설립),주식회사,"3,816만",-,"4,451만"
29,엔픽셀,서울시 강남구 테헤란로 231 센터필드 WEST TOWER 14층 엔픽셀,경력 무관,"['Rust', 'AWS ECS', 'Kotlin', 'Spring', 'flutter', 'Apache Kafka', 'Redis', 'NoSQL', 'Dart']","['✔ 이런 요건들을 가지고 계신 분', '- 프로그래밍에 대한 기본적인 지식을 가지고 계신 분', '- OS, 자료구조, 네트워크 등 컴퓨터 공학의 기본적인 지식을 가지고 계신 분', '- 새로운 프로그래밍 언어나 기술들을 빠르게 습득하고 적용하실 수 있는 분', '- 문제의 해결책을 함께 이야기하면서 풀어나갈 수 있도록 좋은 커뮤니케이션 능력을 가지신 분']","['✔ 기술 스택', '- Rust: 빠른 반응성과 성능 최적화가 필요한 서비스에서 활용되고 있고, 일반적인 게임 서버의 역할을 하고 있습니다.', '- Kotlin + Spring: 분산 처리와 DB 접근에 활용되고 있으며, 백엔드 서버와 비슷한 구조를 가지고 있습니다.', '- Flutter(Dart): 게임 데이터 툴 제작에 활용되고 있으며, 좋은 성능, 쉬운 사용법, 실시간 디버깅에 강점이 있습니다.', '- Kafka Streams: 상태 기반 이벤트 드리븐 아키텍쳐를 위한 미들웨어로 사용하고 있습니다.', '- DB: 각 서비스 별로 자유롭게 선택하고 있고, 현재는 Redis와 MySQL을 주로 사용하고 있습니다.', '- CI/CD: 젠킨스와 쿠버네티스를 활용하되, IaC 기술들을 가지고 아키텍쳐를 코드로 표현하고 있습니다.']",https://career.programmers.co.kr/job_positions/22505,https://www.npixel.co.kr/,게임 소프트웨어 개발 및 공급업,536,7년 (2017년 설립),주식회사,"944억 7,895만",-,"5,860만"
30,에이비일팔공,"대한민국 서울특별시 서초구 강남대로61길 17, 강남대로61길 17",1 ~ 2년,"['AWS EC2', 'AWS ECS', 'AWS Lambda', 'Docker', 'Kubernetes', 'Python', 'Go', 'Kotlin', 'Spring']","['3년 내외의 백엔드 개발 경력, 또는 그에 준하는 역량을 가지신 분', 'Flask, Django, Spring과 같은 framework를 이용한 백엔드 개발 경험이 있으신 분', '테스트 코드 작성 경험이 있으신 분', '고객이 존재하는 서비스의 백엔드 개발 경험, 혹은 그에 준하는 경험이 있으신 분']","['AWS, GCP, Azure와 같은 클라우드 컴퓨팅 서비스 사용 경험이 있으신 분', '고객에게 관심이 많으신 분', '마케팅 도메인 경험이 있으신 분']",https://career.programmers.co.kr/job_positions/6181,https://www.ab180.co/,시스템ㆍ응용 소프트웨어 개발 및 공급업,105,9년 (2015년 설립),주식회사,"134억 4,566만",-,"5,446만"
31,에이비일팔공,"대한민국 서울특별시 서초구 강남대로61길 17, 강남대로61길 17",1 ~ 2년,"['Python', 'Kotlin', 'Appium', 'Selenium', 'Cucumber', 'AWS Lambda', 'AWS S3']","['1년 이상의 모바일 또는 웹 서비스 QA 경험', 'QA 업무 효율화 및 프로세스 개선 경험', '자동화 QA에 대한 깊은 관심', 'Kotlin, Java, Python 중 한 가지 언어 활용 경험', '원활한 커뮤니케이션 및 협업 역량', '강한 책임감과 꼼꼼함']","['ISTQB FL 이상 혹은 CSTS 자격증', 'IT 관련 학과 전공 혹은 동등한 수준의 지식 보유', 'B2B 플랫폼 서비스 경험', '마테크(MarTech)에 대한 깊은 관심 혹은 높은 이해도', 'Jira, Google Spreadsheet, Notion, Slack 등 업무 생산성 도구 활용 경험']",https://career.programmers.co.kr/job_positions/13604,https://www.ab180.co/,시스템ㆍ응용 소프트웨어 개발 및 공급업,105,9년 (2015년 설립),주식회사,"134억 4,566만",-,"5,446만"
32,미리디,"대한민국 서울특별시 구로구 디지털로31길 12, 8층 미리디",5 ~ 15년,"['Java', 'AWS CloudWatch', 'REST API', 'Spring', 'Spring Boot', 'Redis', 'Django']","['컴퓨터학과 전공', '프로그래밍에 대한 기본 지식과 경험을 보유하신 분', 'Java, Spring, AWS 기반 웹 백엔드 서비스 개발 경험이 있으신 분', 'RESTful API 설계 및 개발 경험을 보유하신 분', 'DB 쿼리 분석을 통한 최적화 경험이 있으신 분', '대용량 트래픽 최적화 및 분산 구현을 경험하신 분', '자료구조, 운영체제, 컴퓨터아키텍쳐, OOP 등 기초 CS 지식을 갖추신 분']","['디자인패턴을 이해하여 코드에 적용할 수 있고 아키텍쳐 설계에 능숙하신 분', '클린 코드를 작성할 줄 알며 코드 리뷰를 통한 리팩토링에 능하신 분', '커뮤니케이션 능력이 뛰어나서 유관 부서와 소통이 원활하신 분', '리더쉽을 발휘하여 팀원을 이끄는 능력이 탁월하신 분']",https://career.programmers.co.kr/job_positions/11322,https://www.miridih.com/,인쇄관련 산업,188,16년 (2008년 설립),주식회사,"193억 1,884만",-,"4,075만"
33,월급쟁이부자들,"서울 서초구 사임당로 143, (서초동) 201호",1 ~ 7년,"['CSS', 'HTML', 'JavaScript', 'ReactJS', 'ES6', 'AWS EC2']","['프론트엔드 개발 3년 혹은 그에 준하는 역량을 보유하신 분', 'React hook을 활용한 프로젝트 개발 주도 경험을 보유하신 분', '주도적인 일정관리에 능하신 분', '유지보수가 쉽고 확장 가능한 코드 설계에 대한 끝 없는 욕심을 갖고 계신 분', '새로운 기술에 관심이 많고 꾸준히 스스로 학습하시는 분', '긍정적 사고와 책임감을 바탕으로 원활한 커뮤니케이션을 하시는 분']","['이커머스/동영상플랫폼/학습관리시스템(LMS) 설계, 개발, 운영 경험을 보유하신 분', '웹 서비스 제품 전체 개발 프로세스에 주도적으로 참여한 경험을 보유하신 분', 'HTML, CSS 등 W3C 웹 표준 규격에 대한 이해도가 높으신 분', '풀스택 개발 경험을 보유하신 분']",https://career.programmers.co.kr/job_positions/12336,https://career.weolbu.com/,그 외 기타 교육기관,26,6년 (2018년 설립),주식회사,"239억 9,000만",-,"5,500만"
34,에이피알,서울시 송파구 올림픽로 300 롯데월드타워 36층(에이피알 본사),2 ~ 6년,"['ReactJS', 'CSS', 'HTML', 'JavaScript', 'Jest', 'Zeplin', 'Firebase', 'TypeScript', 'Next.js', 'JIRA', 'Jenkins', 'Git', 'AWS Alexa', 'Kotlin', 'Java', 'flutter']","['- 프론트엔드(React)+백엔드(Spring) 풀스택 경력 2년 이상 또는', '모바일(Android, iOS, Flutter)+백엔드(Spring) 경력 2년 이상의 경험이 있으신 분 ', '- 기획, 디자인 등 관련부서와 협업하여 제품 릴리즈 경험이 있는 분', '-  고객중심적 사고를 바탕으로 서비스를 만드는 것을 제일 중요하게 생각하는 분', '-  스스로 적합한 기술 스택을 선택하고 개발환경을 구축해본 경험이 있는 분']","['- OKR 및 애자일 방법론, 코드 리뷰에 기반한 프로젝트 진행하실 수 있는 분', '- 단위테스트, 기능테스트, 종단테스트, 빌드 자동화, 지속적 통합에 관심이 많은 분', '- 여러 국가에 걸쳐 서비스를 운영/배포한 경험이 있는 분', '- 해외 여행에 결격사유가 없으신 분', '- 보훈 및 장애 대상자는 관련 법령에 따라 우대']",https://career.programmers.co.kr/job_positions/22216,https://www.apr-in.com/,"떡, 빵 및 과자류 제조업",12,6년 (2018년 설립),주식회사,"8억 9,289만",-,"3,031만"
35,에잇퍼센트,"서울특별시 영등포구 국제금융로2길 17, 13층(여의도동, 씨티플라자)",3 ~ 7년,"['Django', 'DRF(Django REST framework)', 'Python', 'AWS EC2', 'PostgreSQL']","['Python을 현재 사랑하고 계시거나 앞으로 사랑하실 수 있어야 함', '웹에 대한 기본적인 이해', '웹개발 프로세스(디자인, 설계, 구현, 테스트, 배포, 운영)에 대한 이해', '데이터 모델링 능력', '관련 경험을 3년 이상 갖추신 분']","['Cloud(AWS등) 시스템 하에서 개발 경험', 'Python 환경에서의 데이터 분석 경험', '테스트 작성과 설계에 익숙하신 분']",https://career.programmers.co.kr/job_positions/22137,http://8percent.kr/,시장 조사 및 여론 조사업,64,9년 (2015년 설립),주식회사,14억 730만,-,"5,697만"
36,앤트,"서울 강남구 논현로75길 16, (역삼동)",3 ~ 7년,"['Node.js', 'AWS EC2', 'NestJS']","['실무 5년차 이상 혹은 이에 준하는 역량을 보유하신 분', 'Typescript + Node.js + Express (또는 Fastify, NestJS)를 활용한 REST API 설계 및 구축에 익숙하신 분', 'AWS (EC2, Route53, Cloudfront, S3)기반 서비스 배포 및 운영 경험이 있으신 분', 'MongoDB 사용 경험이 있으신 분']","['AWS (OpenSearch, Cognito 등) 사용 경험', 'Test 코드 작성 경험', 'DB schema와 서버 네트워크 설계 경험', 'CI/CD 무중단 배포 경험', 'Python, Java 개발 경험', '높은 코드 품질을 위해 자신의 생각을 논리적으로 제시하실 수 있는 분', '개발, 기획, 디자인팀과 협업을 통해 사용자를 위한 서비스를 만드시는 분', '문제 해결을 위해 새로운 기술을 찾아보고 팀원들과의 커뮤니케이션을 즐기시는 분']",https://career.programmers.co.kr/job_positions/10938,https://www.ant-inc.co/,자동차 신품 부품 및 내장품 판매업,2,9년 (2015년 설립),주식회사,"21억 3,342만",-,"4,934만"
37,포스페이스랩,"서울 강남구 테헤란로 147, (역삼동) 3층 위멤버스클럽",2 ~ 10년,"['AWS EC2', 'AWS RDS', 'GCP(Google Cloud Platform)', 'HTML', 'JavaScript', 'Puppeteer']","['AWS, GCP 등 클라우드 서비스 사용에 능숙함', 'node.js 기반 playwright, puppeteer 사용에 능숙함', 'HTML, CSS, javascript 등 기본적인 Frontend 코드 및 동작방식에 대한 이해', 'Stackoverflow 및 각종 영어로 작성된 API 문서 독해 능력']","['node.js, serverless 기반의 서버 구현에 능숙함', '브라우저 동작에 대한 높은 이해도', 'Linux Server 경험', 'REST API, GraphQL 관련 구현에 능숙함', 'RDB, MongoDB, Elasticsearch 관련 경험', '데이터 시각화 도구(Tableau, Kibana, PowerBI, 자체 제작한 시각화) 연동 경험']",https://career.programmers.co.kr/job_positions/12526,https://forspacelab.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,14,5년 (2019년 설립),주식회사,510만,-,"4,960만"
38,메이아이,"서울 강남구 삼성로85길 26, (대치동) 5층",1 ~ 10년,"['MySQL', 'Python', 'AWS DynamoDB', 'Kubernetes', 'PostgreSQL']","['자료구조, 알고리즘, 데이터베이스, 분산처리 등 컴퓨터 공학의 기초 지식을 지니신 분', 'Kubernetes, ECS 등의 컨테이너 기반 운영 환경에서 ML 모델을 서빙해보신 분', 'Python을 능숙하게 사용하실 수 있는 분']","['AWS 환경에 익숙하신 분', 'DevOps로서 클라우드 환경의 인프라를 관리해본 경험이 있으신 분', '대용량의 트래픽을 처리하는 서비스 운영 경험이 있으신 분']",https://career.programmers.co.kr/job_positions/21949,https://may-i.io/,그 외 기타 정보 서비스업,0,9년 (2015년 설립),주식회사,-,-,-
39,지니웍스,"서울 강남구 논현로 653, (논현동) 2층",3 ~ 10년,"['JavaScript', 'ES6', 'HTML', 'CSS', 'REST API', 'Bootstrap', 'AWS S3', 'AWS CloudFront', 'AWS CodeCommit']","['- Front-End 개발경력 3~5년 이상이신분', '- Javascript/ES6, HTML, CSS, HTTP, REST API 등에 대한 깊은 이해가 있으신 분', '- React를 통한 Front 구축 경험 및 Bootstrap 이용한 Admin 개발경험 있으신분', '- PO/디자이너/개발 등 다양한 직군과의 협업 경험 및 커뮤니케이션이 원활한 분', '- 웹 어플리케이션 성능 최적화 및 Trouble shooting 경험이 있으신 분', '- Git에 대한 이해 및 소스 코드 관리 경험이 있으신 분']","['- E-commerce 구축 경험 보유 우대', '- Front-End & Back-End 시스템에 대한 이해도가 높으신 분', '- 대규모 서비스 설계 및 개발 경험이 있으신 분', '- 확장 가능한 시스템 설계 및 구축, 적용 경험을 보유하신 분', '- Design System에 대한 이해 및 UI Framework/Library 개발, 적용 경험을 보유하신 분', '- AWS 환경에서 서비스 운영 및 배포 (S3 , CloudFront , codecommit) 경험을 보유하신 분']",https://career.programmers.co.kr/job_positions/21787,http://www.genieworks.net/,시스템ㆍ응용 소프트웨어 개발 및 공급업,56,9년 (2015년 설립),주식회사,"290억 1,682만",-,"3,727만"
40,유케이미디어,"서울 종로구 종로 51, (종로2가)",3 ~ 14년,"['Java', 'Spring Boot', 'MySQL', 'REST API', 'Docker', 'BitBucket', 'AWS EC2', 'AWS S3', 'AWS RDS']","['Spring/SpringBoot를 이용한 웹서버 구축 경험', 'Restful API 설계 및 개발 경험', 'RDBMS기반 DB 설계 / 구축 / 튜닝 경험']","['AWS 클라우드 기반 서비스 운용 및 구축 경험', '보안 및 암호화 경험', 'TDD(Test Driven Development)기반의 서비스 개발 경험', 'Docker/Container 기반 서비스 경험', 'CI / CD 구축 경험', '대용량 트래픽 처리 경험']",https://career.programmers.co.kr/job_positions/21767,http://ukmedia.co.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,6,3년 (2021년 설립),기타 법인,-,-,-
41,링키스,서울특별시 강남구 도산대로 145 인우빌딩 4층 408호 (패스트파이브 신사점),3 ~ 5년,"['AWS S3', 'Python', 'FastAPI', 'AWS EC2', 'AWS Lambda', 'AWS Route 53', 'MongoDB', 'SQL', 'Azure Cache for Redis']",[''],[''],https://career.programmers.co.kr/job_positions/21265,https://www.faceonkorea.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,5,2년 (2022년 설립),주식회사,-,-,"2,650만"
42,피노키오랩,"서울 강남구 테헤란로13길 8-10, 2층 (역삼동, 동영빌딩)",7 ~ 12년,"['Python', 'GitHub', 'JavaScript', 'AWS ECS']","['총 개발경력 7년 이상 12년 이하', '하나 이상의 프로그래밍 언어에 대한 수준높은 이해 및 경험 (E.g, Rust, Golang, C, CPP, Python)', '백엔드 개발 경력 4년 이상', '서비스 개발 및 런칭 업무 프로세스에 기여하고, 직접 경험 하신 분', 'Public or Private cloud computing solution 경험과 이해 (E.g, AWS, GCP, AZURE)', '원활한 의사 소통 및 협업 능력', '팀장 경험이 있으시거나, 팀장 역할을 수행하실 열정이 있으신 분']","['개발 트렌드에 관심이 많고 새로운 오픈소스를 실험하고 결과 기반으로 기존 서비스에 적용할 수 있으신 분', '서비스 초기 개발단계, 운영 및 유지보수 end2end 경험이 있으신 분', '클라우드 기반 Real world, Large scale 사용 시스템을 개발해보신 분', '문제를 찾고 해결하는 과정에서 성취감을 느끼시는 분', 'K8S, Rancher, Prometheus, Nuclio, BentoML 등을 활용하여 시스템을 개발해보신 분']",https://career.programmers.co.kr/job_positions/21055,http://pinokiolab.com/,시스템ㆍ응용 소프트웨어 개발 및 공급업,4,3년 (2021년 설립),기타 법인,-,-,"4,700만"
43,차봇모빌리티,"대한민국 서울특별시 성동구 연무장7길 11, 플레이스캠프 성수 10층",5 ~ 6년,"['Java', 'Spring Boot', 'Node.js', 'NestJS', 'AWS EC2', 'AWS RDS', 'MySQL', 'WebFlux']",[''],[''],https://career.programmers.co.kr/job_positions/4345,https://www.chabot.kr/,시스템ㆍ응용 소프트웨어 개발 및 공급업,54,7년 (2017년 설립),주식회사,"103억 6,481만",-,"4,515만"
